date	source_id	action	file_or_endpoint	version_or_release	checksum_or_hash	notes
2026-05-28	deep_research_report	reviewed	C:/Users/Vicenzo/Downloads/deep-research-report (8).md	local file from user	TBD	Used to update Fase 0B landscape, claim discipline, and secondary benchmark controls.
2026-05-28	scholar_equivalent_search	reviewed	Google Scholar query variants via broad web/academic search	2026-05-28	N/A	Direct Google Scholar access unavailable; search recovered known close literature and no pivot-triggering equivalent.
2026-05-28	gdc_tcga_stad	metadata_query	https://api.gdc.cancer.gov/cases and https://api.gdc.cancer.gov/files	GDC API live	N/A	Queried TCGA-STAD cases, clinical fields, and RNA-seq STAR count sample types.
2026-05-28	xena_toil_tcga_gtex	metadata_query	https://toil.xenahubs.net/download/TcgaTargetGTEX_phenotype.txt.gz	Toil recompute; Last-Modified Fri, 09 Apr 2021 20:01:15 GMT	N/A	Counted TCGA-STAD and GTEx stomach phenotype sample types without downloading the large matrix.
2026-05-28	cbioportal_stad_tcga	metadata_query	https://www.cbioportal.org/api/studies/stad_tcga*/clinical-data	stad_tcga; stad_tcga_pan_can_atlas_2018	N/A	Queried TCGA molecular subtype and legacy clinical field availability.
2026-05-28	hpa_downloads	metadata_query	https://www.proteinatlas.org/about/download	HPA 25.1; Ensembl 109	N/A	Counted gene coverage from HPA downloadable TSV zips in memory; no raw files saved.
2026-05-28	uniprot_reviewed_human	metadata_query	https://rest.uniprot.org/uniprotkb/search	UniProt 2026_01	N/A	Queried reviewed human and topology-related entry counts.
2026-05-28	depmap	metadata_query	https://depmap.org/portal/api/context_explorer/context_info	DepMap current portal; 26Q1 label observed	N/A	Queried STOMACH context model, child subtype, and modality counts.
2026-05-28	pdc_cptac_gastric	metadata_query	https://pdc.cancer.gov/graphql	PDC GraphQL live	N/A	Queried gastric/STAD proteomics study IDs and case/aliquot counts.
2026-05-28	xena_toil_tcga_gtex	downloaded_raw	https://toil.xenahubs.net/download/TcgaTargetGTEX_phenotype.txt.gz	Toil recompute; phenotype Last-Modified Fri, 09 Apr 2021 20:01:15 GMT	ba4d4461cff0fe5e91cc3e58f793aa47ff3c5d6fbf77d65ccff5a07231aaf2db	data/raw/xena_toil/TcgaTargetGTEX_phenotype.txt.gz; Phenotype table used to select TCGA-STAD tumor, TCGA adjacent normal, and GTEx stomach normal samples.
2026-05-28	xena_toil_tcga_gtex	downloaded_raw	https://toil.xenahubs.net/download/TcgaTargetGtex_rsem_gene_tpm.gz	Toil recompute; matrix Last-Modified Fri, 09 Apr 2021 20:01:53 GMT	a8c36cb16ef82eccb0b6e1e62a2af3ab9d54c1f56735bc59dfac4cbbe2391d4d	data/raw/xena_toil/TcgaTargetGtex_rsem_gene_tpm.gz; Primary log2(TPM+0.001) matrix for TCGA-STAD vs GTEx stomach analysis.
2026-05-28	hpa_downloads	downloaded_raw	https://www.proteinatlas.org/download/tsv/normal_ihc_data.tsv.zip	HPA 25.1; Ensembl 109	de63f1720cbf7fe86da28a3e8463cd0e5a97f7c3add6c5a6ba500ff1518eeaea	data/raw/hpa/normal_ihc_data.tsv.zip; Normal tissue IHC evidence; stomach rows drive normal protein evidence.
2026-05-28	hpa_downloads	downloaded_raw	https://www.proteinatlas.org/download/tsv/cancer_data.tsv.zip	HPA 25.1; Ensembl 109	6e771693dc1019a3536d8834175ee97dcfde4f835d5cb3bed7c5a48803668135	data/raw/hpa/cancer_data.tsv.zip; Cancer pathology IHC evidence; stomach cancer rows drive tumor protein evidence.
2026-05-28	hpa_downloads	downloaded_raw	https://www.proteinatlas.org/download/tsv/subcellular_location.tsv.zip	HPA 25.1; Ensembl 109	a9466882bd3328416bcde77c32a6bcb2a17d70183af90e98d032f6f5f781d504	data/raw/hpa/subcellular_location.tsv.zip; Subcellular localization evidence used to audit surface/plasma membrane support.
2026-05-28	hpa_downloads	downloaded_raw	https://www.proteinatlas.org/download/tsv/rna_tissue_consensus.tsv.zip	HPA 25.1; Ensembl 109	b001903da23f802c8dfbd1b6b3a8c20b831fedd4932f4bb721b06622d83ae60b	data/raw/hpa/rna_tissue_consensus.tsv.zip; HPA consensus RNA tissue expression, including stomach.
2026-05-28	hpa_downloads	downloaded_raw	https://www.proteinatlas.org/download/tsv/rna_tissue_gtex.tsv.zip	HPA 25.1; Ensembl 109	8b946d52357a762a79c0395b37ed30d7c56dbba3beba0c4451e1e9d3b52659f7	data/raw/hpa/rna_tissue_gtex.tsv.zip; HPA GTEx-derived RNA tissue expression, including stomach.
2026-05-28	uniprot_reviewed_human	downloaded_raw	https://rest.uniprot.org/uniprotkb/stream?compressed=true&format=tsv&fields=accession,id,gene_names,protein_name,ft_topo_dom,ft_transmem,ft_signal,xref_ensembl&query=(reviewed:true)%20AND%20(organism_id:9606)	UniProt release 2026_01 observed in Fase 1 metadata query	b27b89d9785d88fbc5a85c6ef0d13943e9f591abb2bf335c3f3e181c0a8ea257	data/raw/uniprot/uniprot_reviewed_human_topology.tsv.gz; Reviewed human proteins with topology, transmembrane, signal peptide, and Ensembl mapping fields.
2026-05-28	gdc_tcga_stad	downloaded_raw_metadata	https://api.gdc.cancer.gov/cases?filters=%7B%22op%22%3A%22%3D%22%2C%22content%22%3A%7B%22field%22%3A%22project.project_id%22%2C%22value%22%3A%22TCGA-STAD%22%7D%7D&fields=case_id%2Csubmitter_id%2Csamples.submitter_id%2Csamples.sample_type%2Cdiagnoses.ajcc_pathologic_stage%2Cdiagnoses.tumor_grade%2Cdiagnoses.tissue_or_organ_of_origin%2Cdiagnoses.site_of_resection_or_biopsy%2Cdiagnoses.prior_treatment%2Cdiagnoses.treatments.treatment_type%2Cdiagnoses.treatments.treatment_or_therapy%2Cdiagnoses.classification_of_tumor%2Cdiagnoses.primary_diagnosis&format=JSON&size=2000	GDC API live query	c0a0fd98e03e15fc16e73c4e270992b21356e9c3e624c3838334b39cdd6f3713	data/raw/gdc_tcga_stad/cases_tcga_stad.json; GDC TCGA-STAD case, sample, clinical, and treatment metadata response.
2026-05-28	gdc_tcga_stad	downloaded_raw_metadata	https://api.gdc.cancer.gov/files?filters=%7B%22op%22%3A%22and%22%2C%22content%22%3A%5B%7B%22op%22%3A%22%3D%22%2C%22content%22%3A%7B%22field%22%3A%22cases.project.project_id%22%2C%22value%22%3A%22TCGA-STAD%22%7D%7D%2C%7B%22op%22%3A%22%3D%22%2C%22content%22%3A%7B%22field%22%3A%22data_category%22%2C%22value%22%3A%22Transcriptome+Profiling%22%7D%7D%2C%7B%22op%22%3A%22%3D%22%2C%22content%22%3A%7B%22field%22%3A%22data_type%22%2C%22value%22%3A%22Gene+Expression+Quantification%22%7D%7D%2C%7B%22op%22%3A%22%3D%22%2C%22content%22%3A%7B%22field%22%3A%22experimental_strategy%22%2C%22value%22%3A%22RNA-Seq%22%7D%7D%2C%7B%22op%22%3A%22%3D%22%2C%22content%22%3A%7B%22field%22%3A%22analysis.workflow_type%22%2C%22value%22%3A%22STAR+-+Counts%22%7D%7D%5D%7D&fields=file_id%2Cfile_name%2Cmd5sum%2Cfile_size%2Cdata_format%2Canalysis.workflow_type%2Ccases.submitter_id%2Ccases.samples.submitter_id%2Ccases.samples.sample_type%2Ccases.samples.portions.analytes.aliquots.submitter_id&format=JSON&size=2000	GDC API live query	0afada9d15f74292d8c656ecd33e978b231bb67d919678ee0b4d2ff2ff8cd15e	data/raw/gdc_tcga_stad/files_tcga_stad_rnaseq_star_counts.json; GDC TCGA-STAD RNA-seq STAR Counts file metadata for secondary sensitivity planning.
2026-05-28	hgnc_complete_set	downloaded_raw	https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt	HGNC complete set; Last-Modified Tue, 26 May 2026 13:13:52 GMT	9f7b6d5d52baf650a7345d48e9e08016fba71520d0d716f0854dc795c97f1b75	data/raw/hgnc/hgnc_complete_set.txt; Approved symbols, aliases, previous symbols, Entrez IDs, Ensembl gene IDs, UniProt IDs, and MANE Select transcripts.
2026-05-28	cancer_surfaceome_atlas_tcsa	downloaded_raw	https://static-content.springer.com/esm/art%3A10.1038%2Fs43018-021-00282-w/MediaObjects/43018_2021_282_MOESM2_ESM.xlsx	Hu et al. Nature Cancer 2021 Supplementary Tables 1-40; Last-Modified Thu, 26 Oct 2023 09:19:51 GMT	c8b3059d4b00988de15c100f66260de7b10b0e500e5919e7ae484a60b0edde68	data/raw/surfaceome/tcsa_supplementary_tables_1_40.xlsx; Cancer Surfaceome Atlas supplementary workbook; Table S2 contains 3,567 GESPs.
2026-05-28	cspa	downloaded_raw	https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0121314.s003	Bausch-Fluck et al. PLOS ONE 2015 S2 file; Last-Modified Mon, 30 Nov 2020 21:58:07 GMT	9b02c85d4c1d49847cf37e23755f07e57ea65b79cc0ebcdaeef1752dab8b5c8a	data/raw/surfaceome/cspa_pone_0121314_s003.xlsx; CSPA S2 file; Table A contains human experimentally observed surfaceome proteins.
2026-05-28	surfy	downloaded_raw	https://wlab.ethz.ch/surfaceome/table_S3_surfaceome.xlsx	SURFY table S3; Last-Modified Mon, 09 Mar 2026 13:42:02 GMT	2f1b8262463ce1c59a1f945d22f0e9638cb3bfbf5aabe197f43b562a62fb055a	data/raw/surfaceome/surfy_table_s3_surfaceome.xlsx; In silico human surfaceome workbook; sheet 'in silico surfaceome only' contains predicted surface proteins.
2026-05-28	uniprot_reviewed_human_go	downloaded_raw	https://rest.uniprot.org/uniprotkb/stream?compressed=true&format=tsv&fields=accession,gene_names,go_id,go_c&query=(reviewed:true)%20AND%20(organism_id:9606)	UniProt reviewed human GO cellular component stream; release observed as 2026_01 in Fase 1	358b94456716cf258d3f0e33e6966e64139449c5be0dfef3f28f838524ad6449	data/raw/uniprot/uniprot_reviewed_human_go.tsv.gz; Reviewed human UniProt accessions with GO cellular component terms and GO IDs.
2026-05-28	cbioportal_stad_tcga	downloaded_raw_metadata	https://www.cbioportal.org/api/studies/stad_tcga_pan_can_atlas_2018/clinical-data?clinicalDataType=PATIENT&projection=DETAILED	stad_tcga_pan_can_atlas_2018 API live query	743f18c1bf4fcf99ac4b95d530c874d167b36e9098b52ccc6183e92d850368ef	data/raw/cbioportal/stad_tcga_pan_can_atlas_2018_patient_clinical_data.json; Patient clinical attributes used for TCGA molecular subtype and AJCC stage.
2026-05-28	cbioportal_stad_tcga	downloaded_raw_molecular_data	https://www.cbioportal.org/api/molecular-profiles/stad_tcga_pan_can_atlas_2018_gistic/molecular-data/fetch?projection=SUMMARY	stad_tcga_pan_can_atlas_2018 API live query	87076ac49d52d8899a93295f9e60d66083976dc5d9b1e70abb643a31c88d0b01	data/raw/cbioportal/stad_tcga_pan_can_atlas_2018_gistic_erbb2_fgfr2_met.json; GISTIC discrete CNA calls for ERBB2, FGFR2, and MET amplification context.
2026-05-28	xena_toil_tcga_gtex	processed_phase6	data/raw/xena_toil/TcgaTargetGtex_rsem_gene_tpm.gz	Toil recompute matrix frozen in Fase 2	a8c36cb16ef82eccb0b6e1e62a2af3ab9d54c1f56735bc59dfac4cbbe2391d4d	Used for TCGA-STAD tumor vs GTEx stomach and TCGA adjacent-normal tests plus critical normal tissue expression summaries.
2026-05-28	hpa_downloads	processed_phase6	data/raw/hpa/rna_tissue_consensus.tsv.zip; data/raw/hpa/normal_ihc_data.tsv.zip	HPA 25.1; Ensembl 109	b001903da23f802c8dfbd1b6b3a8c20b831fedd4932f4bb721b06622d83ae60b; de63f1720cbf7fe86da28a3e8463cd0e5a97f7c3add6c5a6ba500ff1518eeaea	Used as conservative normal RNA nTPM and normal protein support in Fase 6 organ risk summaries.
2026-05-28	hpa_downloads	processed_phase7	data/raw/hpa/cancer_data.tsv.zip; data/raw/hpa/normal_ihc_data.tsv.zip; data/raw/hpa/subcellular_location.tsv.zip	HPA 25.1; Ensembl 109	6e771693dc1019a3536d8834175ee97dcfde4f835d5cb3bed7c5a48803668135; de63f1720cbf7fe86da28a3e8463cd0e5a97f7c3add6c5a6ba500ff1518eeaea; a9466882bd3328416bcde77c32a6bcb2a17d70183af90e98d032f6f5f781d504	Used for Fase 7 HPA tumor protein evidence, normal protein context, subcellular localization support, and protein discordance flags.
2026-05-28	xena_toil_tcga_gtex	processed_phase8	data/raw/xena_toil/TcgaTargetGTEX_phenotype.txt.gz; data/raw/xena_toil/TcgaTargetGtex_rsem_gene_tpm.gz	Toil recompute frozen in Fase 2	ba4d4461cff0fe5e91cc3e58f793aa47ff3c5d6fbf77d65ccff5a07231aaf2db; a8c36cb16ef82eccb0b6e1e62a2af3ab9d54c1f56735bc59dfac4cbbe2391d4d	Used for Fase 8 MVP fallback TME marker-module correlations across TCGA-STAD primary tumor samples; no scRNA SC score was imputed.
2026-05-28	tidyestimate_estimate_gene_sets	downloaded_and_processed_phase8_control_b	data/raw/tcga_purity/tidyestimate_1.1.1.tar.gz; data/raw/tcga_purity/tidyestimate/data/gene_sets.rda	tidyestimate 1.1.1; ESTIMATE signatures from Yoshihara et al. 2013	cc747f787b6548a62219f3388ff6d93ad93cfcb60fe75f322fd712f41509514b; 5d058439aed4f074b49d623c5bc4ebfbaceab79766249dd87f280c62d1c0469a	Used for Fase 8 Control B partial Spearman correlations with an ESTIMATE RNA-seq relative purity/admixture covariate.
2026-05-28	uniprot_reviewed_human_features_phase9	downloaded_and_processed_phase9_topology	https://rest.uniprot.org/uniprotkb/stream?compressed=true&format=tsv&fields=accession,id,gene_names,protein_name,length,ft_topo_dom,ft_transmem,ft_intramem,ft_signal,ft_lipid,ft_carbohyd,ft_disulfid,ft_chain,ft_domain,cc_subcellular_location,cc_ptm,xref_ensembl&query=(reviewed:true)%20AND%20(organism_id:9606)	UniProt 2026_01	0531d1385f3d0d45726670b9e9249444120915fb46fee8884f3b6317db95711b	data/raw/uniprot/uniprot_reviewed_human_features.tsv.gz; Used for Fase 9 topology, extracellular-domain length, GPI/lipidation, glycosylation, disulfide, chain/domain, PTM, and isoform mapping outputs.
2026-05-28	fase13_mvp_scoring	processed_phase13_score_integration	config/scoring_scenarios.yaml; config/parameters.yaml; data/processed/surfaceome_universe.tsv; data/processed/tumor_expression.tsv; data/processed/selectivity_scores.tsv; data/processed/off_tumor_risk.tsv; data/processed/protein_evidence.tsv; data/processed/single_cell_specificity.tsv; data/processed/topology_isoforms_ecd.tsv	Preregistered MVP six-component score; SC not available; Fase 10-12 deferred/candidate-level	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	results/rankings/ranking_v0_frozen.tsv; Preliminary Fase 13 integrated score freeze, not final biological tiering.
2026-05-29	fase13_mvp_scoring_v1_fix	processed_phase13_score_integration_diagnostic	config/scoring_scenarios.yaml; config/parameters.yaml; data/processed/surfaceome_universe.tsv; results/rankings/ranking_v0_frozen.tsv	Fixed theoretical-scale Surf_relative_confidence and average-rank tie handling for Fase 13 internal percentiles; weights unchanged	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	results/rankings/ranking_v1_frozen.tsv; docs/fase13_diagnostico.md; results/tables/fase13_component_transform_audit.tsv; results/tables/fase13_v0_v1_rank_delta.tsv; v1 is preliminary and requires cause-corrected control review before Fase 14 interpretation.
2026-05-29	fase13_positive_control_causal_gate	processed_phase13_control_diagnostic	results/rankings/ranking_v1_frozen.tsv; results/tables/component_scores_all_candidates.tsv; data/processed/topology_isoforms_ecd.tsv	Fase 13 positive-control misses classified by component-level cause without changing scores or weights	b3bbd53d9a96fa89b7766dbef0aff460be9efbdad79874e8c144b5cb100c52d5	results/tables/fase13_positive_control_causal_gate.tsv; Aggregate 3/8 top50 gate failed, but cause-corrected gate found 0/5 pipeline-accusing original misses and set Fase 13 to eligible_for_fase14.
2026-05-30	fase4_gpi_evidence_correction	processed_surfaceome_universe	data/raw/uniprot/uniprot_reviewed_human_gpi.tsv.gz; docs/fase13_gpi_evidence_membership_plan.md	Confirmed UniProt lipidation GPI-anchor evidence added universe-wide as non-experimental strong anchor evidence in Fase 4; subcellular-only GPI tracked without direct credit	5ccbdfbad35a84e985e2f7f9c5b3ac88da6f3885736e04077c33189484ee156c	data/processed/surfaceome_universe.tsv; Core+Probable=2704; route decision required Fase 4 reopen before Fase 14.
2026-05-30	fase13_mvp_scoring_v2_gpi_rerun	processed_phase13_score_integration_diagnostic	data/processed/surfaceome_universe.tsv; results/rankings/ranking_v1_frozen.tsv; config/scoring_scenarios.yaml	Fase 5-13 rerun after Fase 4 GPI correction; active Surf scale is theoretical [5,10]; v1 preserved as pre-GPI snapshot	95040edef1b2a50c9ab1d61042856485bbfcac98e9f51d4cb78cbe05c46e9631	results/rankings/ranking_v2_frozen.tsv; docs/fase13_diagnostico.md; positive-control aggregate gate 4/8, cause-corrected gate 0/5 pipeline-accusing, eligible_for_fase14.
2026-05-30	uniprot_reviewed_human_gpi_lipidation	downloaded_raw	https://rest.uniprot.org/uniprotkb/stream?compressed=true&format=tsv&fields=accession,gene_names,ft_lipid,cc_subcellular_location&query=(reviewed:true)%20AND%20(organism_id:9606)	UniProt reviewed human lipidation/subcellular stream; release recorded by checksum manifest at retrieval	1037e8a16dff3b7a03670711e539d698e41c0259135779d940bbf8c7fc33f689	data/raw/uniprot/uniprot_reviewed_human_gpi.tsv.gz; Reviewed human UniProt accessions with lipidation and subcellular fields for direct GPI-anchor evidence.
2026-05-31	fase14_preflight	processed_pre_fase14_audit	results/rankings/ranking_v0_frozen.tsv; results/rankings/ranking_v1_frozen.tsv; results/rankings/ranking_v2_frozen.tsv; results/tables/fase13_diagnostic_snapshot_hashes.tsv	Pre-Fase 14 audit only; thresholds preregistered before Fase 14; top50 v1/v2 GPI movement and common non-GPI universe/evidence-rule stability checked	5ffd2ef7f300f40eb117d2b7d75535ef37537d1fc7612ba360163d24fcf8d967; f7359e0d8a371eddd9594bce7300bce367a33eb27e47216d241f9289fec81ba5; 49612e6bbf4d0bfc54bd05d95bf525253a0441a13cf309d3f12887c790db1488; 5fdd4ac615e96151c68306890cf380c1bea35fd42aec67392349bdde1fc5ae26	docs/fase14_preflight.md; results/tables/fase14_preflight_top50_v1_v2_audit.tsv; results/tables/fase14_preflight_snapshot_integrity.tsv; results/tables/fase14_preflight_universe_stability.tsv; no Fase 14 perturbation or final tiering run; eligible_for_fase14.
2026-05-31	fase14_rank_stability	processed_phase14_stability	results/rankings/ranking_v2_frozen.tsv; results/tables/component_scores_all_candidates.tsv; data/processed/organ_penalties.tsv; config/scoring_scenarios.yaml	Weight perturbation, leave-one-layer-out, control benchmark, risk, missing-data, organ-weight, and post-scoring resolution sensitivity on frozen v2 ranking	a1082c8c80f9631d040f3f10dd1fdf4fbbbcdafd825d4b441ecdae3868402960e; 71a748b04b0504659f1c5cdd0cd4e89ab636c4ac3fc4be6ac7a26dad4f4b4a51; 42aefc10e7aa7b98903427e5620d6d6d36f0997462fd007e5d5fbb7fdeea0b5f; b4c10394c1d20619b8d004a281edbe83875e3707beef5907b0d08186a7f457be	docs/fase14_rank_stability.md; results/validation/rank_stability.tsv; results/validation/weight_perturbation_summary.tsv; results/validation/ranking_resolution_post_scoring_summary.tsv; decision=fase15_allowed_with_coarse_tier_language_and_explicit_stability_limits; no final tiering run.
2026-05-31	fase14_T_dominance_diagnostic	read_only_diagnostic_no_score_change	results/rankings/ranking_v2_frozen.tsv; results/validation/leave_one_layer_out.tsv; results/validation/top30_false_positive_audit.tsv; results/validation/control_benchmark.tsv	frozen v2 inputs; integrity verified against recorded v2 hash	95040edef1b2a50c9ab1d61042856485bbfcac98e9f51d4cb78cbe05c46e9631	docs/fase14_T_dominance_diagnostic.md; AD-24; DD-032. Read-only interpretation: T leave-one-layer dominance (top20 retention 0.35) is biological accessibility signal (displaced genes class A high-T; entrants class C/D low-T high-E/N/P), not a transformation artifact; one structural contaminant = 4 Surf+T-only thin-evidence genes already flagged. Top30 25/30 severity = 4 hard / 10 TME / rest soft. Negative-control direction is mixed (intracellular+PTPRC clean; PECAM1 via flag at rank 15). No scores, weights, universe, or frozen rankings modified.
2026-05-31	fase15_preregistration	preregistered_rules_no_assignment	config/tiering_rules.yaml; docs/manual_curation_protocol.md	frozen_before_tier_assignment	N/A	DD-033; AD-25. Paso 15.0: froze coarse tier rules (Tier 1/Tier 2/Watchlist/Excluded, no intra-tier order, DD-031 collapse) and the manual curation protocol (top30 primary/top50 if time, per-candidate sources, time caps, notes schema, candidate-card template, exit criteria). Rules consolidate criteria already frozen in parameters.yaml/exclusion_criteria.yaml/controls.yaml/Fase 14; only new element is the 5->3 tier collapse. Four thin-evidence genes and PECAM1 rule-pinned to Watchlist. No tier assigned, no score/weight/ranking changed. Execution is Paso 15.1.
2026-05-31	fase15_curation_tiering	web_curation_and_rule_based_tiering	results/rankings/ranking_v2_frozen.tsv; results/validation/rank_stability.tsv; data/processed/tumor_expression.tsv; config/tiering_rules.yaml; web: UniProt/HPA/PubMed/ClinicalTrials	curation date 2026-05-31; ranking SHA256 95040e...	N/A	DD-034. Paso 15.1: curated top30 and assigned coarse tiers by rule. Tier 1=6 (ITGB4,CDH3,NECTIN2,CEACAM5,JAG1,EPCAM), Tier 2=12, Watchlist=12. Honest rule outcomes: ERBB2->Tier2 (stability 0.34<0.40, not forced), CDH17->Tier2 (clinical, bulk-ranked 28), PECAM1->Watchlist (a-priori vascular HPA-confirmed), LRRC15->Watchlist (CAF compartment FP), ALPG->Tier2 (single-layer). Outputs: tier_assignments.tsv, top20_candidate_cards.md, manual_curation_notes.tsv, excluded_with_reason.tsv, docs/fase15_tiering_and_curation.md. changes_score=no for all 30; no score/weight/universe/ranking modified.
2026-05-31	fase15_post_curation_verification	desk_curation_no_score_change	results/tables/tme_contamination_flags.tsv; HPA NECTIN2/ITGB4/JAG1; web literature; sciencedirect S2666379126001734	a-priori registered before look; HPA accessed after	N/A	DD-035. Three desk-curation items. NECTIN2: a-priori committed before HPA/Fase8 look; HPA membranous in adenocarcinoma (epithelial) but Fase8 purity-adjusted partial 0.32 myeloid_macrophage p<0.001 + LAMP3+ DC literature; 0.32<frozen 0.4 threshold -> stays Tier 1 (user-confirmed) with myeloid/DC caveat (not demoted, would be post-hoc threshold-lowering). ITGB4 -> Tier 1 + skin/basal-epithelial caveat (skin not in organ model). JAG1 -> Tier 1 + dual epithelial/endothelial angiocrine caveat. Wang 2026 cross-check BLOCKED (ScienceDirect 403). Tier 1 unchanged at 6. No score/weight/ranking changed.
2026-05-31	code_audit_four_claims	read_only_verification_no_change	scripts/build_mvp_scoring.py; scripts/build_single_cell_tme_specificity.py; scripts/build_protein_evidence.py; data/raw/xena_toil matrix (read-only recompute)	verification only; scratch script deleted after run	N/A	DD-036. Verified four externally-claimed scoring biases against source: all factually true about the code, but quantified impact on Tier1/2/Watchlist nominations is negligible. Claim 2 recompute (marker z-scored TME modules, 414 STAD tumors) flips NO high-TME flag (NECTIN2 0.320->0.329; validation reproduced 0.320 exactly). Claim 4 data check: no top30 gene hit by membrane 0.0 default. Claims 1,3 zero by construction. No v3 warranted; logged as known code-level limitations. Full record: docs/code_audit_four_claims_verification.md. No code/score/weight/ranking modified; scratch analysis script removed.
2026-05-31	wang2026_crosscheck	open_access_retrieval_and_crosscheck	Europe PMC REST PMC13198309 fullTextXML + supplementaryFiles (mmc8 Drug_target_classes, glyco-outliers); read-only	Wang et al. Cell Rep Med 2026 7(5):102756; PMID 42013851; PMC13198309; CC BY-NC-ND	N/A	DD-037. ScienceDirect 403 was bot-blocking not paywall (gold OA). Cross-checked Tier1+Tier2 vs Wang drug-target/glyco tables: 16/18 in Wang drug-target table (Tier1 6/6, Tier2 10/12; CD9/LSR absent); controls map to clinically-drugged tiers; novel Tier1 are Wang Membrane-undrugged; selective glyco-outlier corroboration (CEACAM5 #4, CDH17 #19, EPCAM #22, ITGB5 #40, DSC2 #49); Wang compartment thesis validates PECAM1/LRRC15 FP narrative. Output results/tables/wang2026_crosscheck.tsv. Supplementary downloaded to temp only (not added to repo); scratch parse scripts removed.
2026-05-31	wang2026_figure7H_compartment	open_access_figure_render_readonly	Europe PMC main article PDF (PMC13198309) Figure 7H single-cell dot plot; rendered with PyMuPDF	main.pdf 15MB; figure on page 15; read-only	N/A	DD-037 follow-up. Rendered/read Wang Figure 7H (cell type x ~75 surface-target outliers). Of our genes only EPCAM (->Epithelial), HLA-DPB1 (->immune Dendritic/Mono-Mac), CD47 (broad), ERBB2 (epithelial+fibroblast) are plotted; all confirm our calls. Clear fibroblast-target and immune-target blocks validate the LRRC15-CAF and PECAM1/IL2RG/HLA compartment-FP framework. NECTIN2/PECAM1/LRRC15/CDH3/CDH17/CEACAM5 not in Wang's curated single-cell panel -> not individually testable; NECTIN2 DC question stays on Fase 8 partial 0.32 + literature. Temp render files deleted after read; nothing added to repo.
2026-05-31	fase16_figures_tables	manuscript_packaging_no_score_change	results/rankings/ranking_v2_frozen.tsv; results/tables/tier_assignments.tsv; results/validation/rank_stability.tsv; results/tables/wang2026_crosscheck.tsv; config/scoring_scenarios.yaml	Frozen Fase 13-15 artifacts packaged by scripts/build_phase16_figures_tables.py; ranking SHA256 recorded in docs/fase16_figures_tables.md	N/A	docs/fase16_figures_tables.md; results/figures/phase16_*.svg; results/tables/manuscript_table1_datasets.tsv through manuscript_table5_candidate_flags.tsv; results/tables/manuscript_figure_manifest.tsv; results/tables/supplementary_table_manifest.tsv; DD-038; AD-27. No score, weight, universe, ranking, or tier changed.
2026-05-31	fase17_manuscript_brief	manuscript_drafting_no_score_change	CSBJ official guide for authors accessed 2026-05-31; docs/fase16_figures_tables.md; results/tables/manuscript_figure_manifest.tsv; results/tables/manuscript_table1_datasets.tsv through manuscript_table5_candidate_flags.tsv	Target journal/narrative brief frozen before sustained prose drafting	N/A	docs/fase17_manuscript_brief.md; manuscript/csbj_manuscript_scaffold.md; manuscript/csbj_highlights.md; manuscript/graphical_abstract_brief.md; manuscript/figure_table_plan.tsv; scripts/check_phase17_manuscript_brief.py; DD-039; AD-28. Fase 17 started but manuscript not submission-ready; no score, weight, universe, ranking, or tier changed.
2026-05-31	fase17_methods_draft	manuscript_drafting_no_score_change	config/scoring_scenarios.yaml; config/parameters.yaml; config/tiering_rules.yaml; docs/fase4_surfaceome_universe.md; docs/fase5_tumor_expression.md; docs/fase6_normal_selectivity_risk.md; docs/fase7_protein_evidence.md; docs/fase8_single_cell_tme_specificity.md; docs/fase9_topology_isoforms.md; docs/fase13_diagnostico.md; docs/fase14_rank_stability.md	Methods prose drafted from frozen phase documents and configs	N/A	manuscript/csbj_manuscript_scaffold.md section 2; scripts/check_phase17_manuscript_brief.py updated to reject old Methods placeholders. No score, weight, universe, ranking, or tier changed.
2026-05-31	fase17_results_draft	manuscript_drafting_no_score_change	docs/fase13_diagnostico.md; docs/fase14_rank_stability.md; docs/fase15_tiering_and_curation.md; docs/fase15_post_curation_verification.md; results/tables/manuscript_table3_top_candidates.tsv; results/tables/manuscript_table4_controls.tsv; results/tables/manuscript_table5_candidate_flags.tsv; results/tables/wang2026_crosscheck.tsv	Results prose drafted from frozen Fase 13-16 artifacts	N/A	manuscript/csbj_manuscript_scaffold.md section 3; scripts/check_phase17_manuscript_brief.py updated to reject old Results placeholders. No score, weight, universe, ranking, or tier changed.
2026-05-31	fase17_discussion_conclusion_draft	manuscript_drafting_no_score_change	docs/fase17_manuscript_brief.md; docs/fase15_tiering_and_curation.md; docs/fase15_post_curation_verification.md; docs/fase16_figures_tables.md	Discussion and Conclusions prose drafted from frozen narrative brief and phase outputs	N/A	manuscript/csbj_manuscript_scaffold.md sections 4-5; scripts/check_phase17_manuscript_brief.py updated to reject old Discussion placeholders. No score, weight, universe, ranking, or tier changed.
